AccountID,Account_Type,TransactionID,PostingDate,TransactionDate,Amount,Description,Transaction_Category,MCC,MCC_Description,Transaction_status,Currency,Transaction_Type,Source_Transaction_Type,Data_Date
JOHN_PERSONAL,Personal,3acdb332-f6b8-4ad4-baeb-694a7806e720,2024-01-22,2024-01-22,210.96,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",Shopping,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,89ae20ca-bbc4-4422-8e87-ed0a44879429,2024-01-22,2024-01-22,210.14,Landscaping and Horticultural Services,Business Services,780,Landscaping and Horticultural Services,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,f8a32e9e-317f-43a2-8d6f-9f9b9506947f,2024-01-23,2024-01-23,190.19,Religious Goods Stores,Shopping,5973,Religious Goods Stores,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,1dbb04af-0bc8-4ce9-91e2-fccda57bc911,2024-01-23,2024-01-23,760.93,Credit Card Payment,Fees & Charges,9981,Credit Card Payment,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,db7224e1-59f8-42a8-bd26-165feb9b64ce,2024-01-25,2024-01-25,320.51,Duty Free Stores,Shopping,5309,Duty Free Stores,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,6f7e54a1-c1c0-454b-afcc-685439243e1f,2024-01-26,2024-01-26,450.29,Membership Organizations (Not Elsewhere Classified),Business Services,8699,Membership Organizations (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,6957da58-b4cd-49be-858a-af33fae2f5c1,2024-01-28,2024-01-28,86.73,Professional Services (Not Elsewhere Classified),Business Services,8999,Professional Services (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,2994b62e-9f17-433b-bf54-132444cd27d5,2024-01-28,2024-01-28,290.49,Cigar Stores and Stands,Shopping,5993,Cigar Stores and Stands,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,455e8c46-7a67-476f-80ad-611bc03d49a3,2024-01-28,2024-01-28,59.71,Political Organizations,Business Services,8651,Political Organizations,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,f6385ecf-f7a0-4270-891f-74e16743baf9,2024-01-28,2024-01-28,76.05,Intra-Company Purchases,Business Services,9950,Intra-Company Purchases,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,cbb9e682-d8c2-43f6-9b3a-eddabe94eeac,2024-01-29,2024-01-29,215.36,Furriers and Fur Shops,Shopping,5681,Furriers and Fur Shops,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,98be51dc-1ed6-452b-93a1-c3a66cfd7767,2024-01-29,2024-01-29,171.45,"Men, Women, and Children Uniforms and Commercial Clothing",Shopping,5137,"Men, Women, and Children Uniforms and Commercial Clothing",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,2e6e7db4-31e8-47be-9495-cc67df9a4d73,2024-01-29,2024-01-29,188.88,Elementary and Secondary Schools,Education,8211,Elementary and Secondary Schools,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,2944296a-f1a4-4186-acd8-e9ab8c6e953c,2024-01-29,2024-01-29,54.24,Automotive Service Shops (Non-Dealer),Business Services,7538,Automotive Service Shops (Non-Dealer),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,295c7752-4962-45a0-a00f-2ced0d16d23c,2024-01-30,2024-01-30,66.56,Charitable Social Service Organizations,Gifts & Donations,8398,Charitable Social Service Organizations,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,9c5fc407-a8ec-4b52-a9ed-1fef8eb87e28,2024-01-31,2024-01-31,500.0,Monthly Bonus - ACH Deposit,Financial,9963,ACH Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,7d4e0a7c-2d5b-48b9-aedc-ab54239d1270,2024-01-31,2024-01-31,147.12,Veterinary Services,Business Services,742,Veterinary Services,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,b64b3010-fb8e-4347-a017-82941773b558,2024-02-01,2024-02-01,47.4,Snowmobile Dealers,Shopping,5598,Snowmobile Dealers,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,b2e7a419-8024-440d-b9a6-4567c2f4c3bf,2024-02-01,2024-02-01,3000.0,Direct Deposit,Paycheck,9961,Direct Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,fdede3f5-9b43-4021-966c-9aa4f2858c9c,2024-02-02,2024-02-02,258.99,Carpet and Upholstery Cleaning,Business Services,7217,Carpet and Upholstery Cleaning,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,a6903236-9410-45e8-b4c1-3e78c53dd9db,2024-02-03,2024-02-03,108.96,Bowling Alleys,Entertainment,7933,Bowling Alleys,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,08b9be60-b6d9-4d66-be09-9691db17fb16,2024-02-03,2024-02-03,187.26,"Colleges, Universities, Professional Schools, and Junior Colleges",Education,8220,"Colleges, Universities, Professional Schools, and Junior Colleges",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,5188c855-f710-4839-b72d-0ca80d02e0fe,2024-02-04,2024-02-04,181.68,"Photographic, Photocopy, Microfilm Equipment and Supplies",Shopping,5044,"Photographic, Photocopy, Microfilm Equipment and Supplies",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,e3d90974-5346-4dbc-ada6-66201d07b485,2024-02-04,2024-02-04,180.2,"Medical, Dental, Ophthalmic and Hospital Equipment and Supplies",Shopping,5047,"Medical, Dental, Ophthalmic and Hospital Equipment and Supplies",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,63347689-c345-48e1-ba4c-dcf3f91cde61,2024-02-05,2024-02-05,65.41,Motion Picture Theaters,Entertainment,7832,Motion Picture Theaters,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,dd0778cf-94b7-4df9-8ed8-7bfe0ce1a7b0,2024-02-07,2024-02-07,290.45,Miscellaneous Personal Services (Not Elsewhere Classified),Business Services,7299,Miscellaneous Personal Services (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,40726243-f6c9-492c-8352-343f3ec7da4b,2024-02-08,2024-02-08,893.87,AMERICAN AIRLINES,Auto & Transport,3001,AMERICAN AIRLINES,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,dce57f6b-e9dd-4945-9057-bae71169c588,2024-02-09,2024-02-09,233.9,Sporting and Recreational Camps,Business Services,7032,Sporting and Recreational Camps,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,45dc73b9-abd5-43c7-9657-350eac659dc4,2024-02-09,2024-02-09,63.81,Political Organizations,Business Services,8651,Political Organizations,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,6e61546b-3e10-456b-a6c0-bf5b60f0364c,2024-02-11,2024-02-11,423.8,Schools and Educational Services (Not Elsewhere Classified),Education,8299,Schools and Educational Services (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,b857a6f4-4e57-45bb-b0dd-1a4bcd37ef10,2024-02-12,2024-02-12,344.37,Miscellaneous Food Stores Convenience Stores and Specialty Markets,Shopping,5499,Miscellaneous Food Stores Convenience Stores and Specialty Markets,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,a4a21543-5e56-453a-8897-5eb4ff170fd4,2024-02-13,2024-02-13,138.76,Consumer Credit Reporting Agencies,Business Services,7321,Consumer Credit Reporting Agencies,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,bbb2472e-9e75-483b-b618-326b1eb337e6,2024-02-13,2024-02-13,42.65,"Typewriter Stores Sales, Rentals, and Service",Shopping,5978,"Typewriter Stores Sales, Rentals, and Service",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,1b224732-3a3a-4f14-8d87-38676bea88af,2024-02-15,2024-02-15,3000.0,Direct Deposit,Paycheck,9961,Direct Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,3d7d7620-266f-4aed-8361-c47eed489498,2024-02-15,2024-02-15,423.43,"Stationery, Office Supplies, Printing and Writing Paper",Shopping,5111,"Stationery, Office Supplies, Printing and Writing Paper",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,6905e719-d234-4236-a1e5-88f4ad17fa4e,2024-02-16,2024-02-16,123.68,"Management, Consulting, and Public Relations Services",Business Services,7392,"Management, Consulting, and Public Relations Services",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,cf08c98d-02b5-48d9-b587-40e81896d834,2024-02-16,2024-02-16,27.88,NSF Fee,Fees & Charges,9976,NSF Fee,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,117ac5b9-7aab-433a-8f65-87f5a799155d,2024-02-18,2024-02-18,262.56,Health and Beauty Spas,Business Services,7298,Health and Beauty Spas,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,cac42791-e405-4078-a5b5-abb65d8927df,2024-02-18,2024-02-18,126.71,"Court Costs, Including Alimony and Child Support",Business Services,9211,"Court Costs, Including Alimony and Child Support",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,0d83ca7b-b6af-41fc-9240-6e5375117bc9,2024-02-18,2024-02-18,35.09,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",Shopping,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,f84ecab5-a92b-4bf0-9e26-653f5cfe3c29,2024-02-20,2024-02-20,78.95,Recreation Services (Not Elsewhere Classified),Entertainment,7999,Recreation Services (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,acdf6eb0-c25b-4a48-8ea1-b014f53a5333,2024-02-22,2024-02-22,374.32,"Parking Lots, Parking Meters and Garages",Business Services,7523,"Parking Lots, Parking Meters and Garages",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,7c2d8afa-3b04-486f-ad3e-fbcf8406084e,2024-02-22,2024-02-22,209.58,Massage Parlors,Business Services,7297,Massage Parlors,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,00b9075a-f5b9-41e8-aeb5-b8f36c012956,2024-02-25,2024-02-25,135.41,"Marinas, Marine Service, and Supplies",Auto & Transport,4468,"Marinas, Marine Service, and Supplies",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,56be4e18-1b33-4547-b96d-10059d1b14eb,2024-02-25,2024-02-25,37.07,Package Tour Operators Germany Only,Auto & Transport,4723,Package Tour Operators Germany Only,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,13c740b7-7388-457c-944b-9e49bf39d0c1,2024-02-29,2024-02-29,500.0,Monthly Bonus - ACH Deposit,Financial,9963,ACH Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,464cb462-ac69-4a94-9b72-9aa235d98408,2024-03-01,2024-03-01,3000.0,Direct Deposit,Paycheck,9961,Direct Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,7b360404-43ff-4dbf-ab2c-9bb3270f7703,2024-03-01,2024-03-01,241.25,Luggage and Leather Goods Stores,Shopping,5948,Luggage and Leather Goods Stores,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,dc3d662a-98c5-445c-9a09-1cdc52aacc95,2024-03-02,2024-03-02,112.44,"Counseling Services Debt, Marriage, and Personal",Business Services,7277,"Counseling Services Debt, Marriage, and Personal",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,6bd8de95-440d-47d0-ab58-6bd070690635,2024-03-03,2024-03-03,67.73,Nurseries and Lawn and Garden Supply Stores,Shopping,5261,Nurseries and Lawn and Garden Supply Stores,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,2bd21e20-a505-4d0e-8c48-3773ae43f5b4,2024-03-04,2024-03-04,256.0,Digital Goods Large Digital Goods Merchant,Shopping,5818,Digital Goods Large Digital Goods Merchant,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,ef525d0e-f5b1-462d-80d9-2e1e0efbcac4,2024-03-06,2024-03-06,1042.19,UNITED AIRLINES,Auto & Transport,3000,UNITED AIRLINES,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,dc01c085-104b-49f8-a669-fea490879021,2024-03-08,2024-03-08,229.0,"Tailors, Seamstresses, Mending, and Alterations",Shopping,5697,"Tailors, Seamstresses, Mending, and Alterations",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,05f88db3-a10f-4074-816b-210f8bebab99,2024-03-08,2024-03-08,258.95,Child Care Services,Education,8351,Child Care Services,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,59e9b66c-5483-4ce0-ba46-92d574d9e8f0,2024-03-11,2024-03-11,488.02,Computers and Computer Peripheral Equipment and Software,Shopping,5045,Computers and Computer Peripheral Equipment and Software,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,f3e2ecd0-9804-42d6-b5f5-db70ef451ef9,2024-03-11,2024-03-11,23.31,Artist Supply and Craft Shops,Shopping,5970,Artist Supply and Craft Shops,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,7ce4e0d0-3aa6-4635-b381-86c251714ee9,2024-03-11,2024-03-11,186.44,Bus Lines,Auto & Transport,4131,Bus Lines,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,90358d67-baab-4d47-b5c7-7abb920e815a,2024-03-11,2024-03-11,59.02,"Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops",Business Services,7251,"Shoe Repair Shops, Shoe Shine Parlors, and Hat Cleaning Shops",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,8815ecfa-7aa6-419c-a9bf-9d0364678005,2024-03-13,2024-03-13,273.3,Direct Marketing Other Direct Marketers (Not Elsewhere Classified),Shopping,5969,Direct Marketing Other Direct Marketers (Not Elsewhere Classified),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,0ad50958-4a5b-430d-90cd-8c5ca4a3a341,2024-03-13,2024-03-13,209.83,"Package Stores Beer, Wine, and Liquor",Shopping,5921,"Package Stores Beer, Wine, and Liquor",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,bacd0ab8-9f56-49c8-b23a-52e7677d345f,2024-03-14,2024-03-14,276.26,Child Care Services,Education,8351,Child Care Services,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,2709dfd8-bf28-4720-84f9-eec5b88fcca1,2024-03-14,2024-03-14,44.08,Government-Owned Lotteries (US Region only),Entertainment,7800,Government-Owned Lotteries (US Region only),Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,b9bbcab6-c570-4022-8708-643def231908,2024-03-14,2024-03-14,295.95,Men and Women Clothing Stores,Shopping,5691,Men and Women Clothing Stores,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,e0964f12-4f98-402a-a694-0a15786aa49d,2024-03-15,2024-03-15,3000.0,Direct Deposit,Paycheck,9961,Direct Deposit,Posted,USD,Credit,Credit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,3c8df636-9dc7-4171-b733-4b32f982e794,2024-03-15,2024-03-15,267.77,Buying and Shopping Services and Clubs,Business Services,7278,Buying and Shopping Services and Clubs,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,257a8d24-9a17-4128-b38f-f7c7afcbb857,2024-03-16,2024-03-16,1206.73,AMERICAN AIRLINES,Auto & Transport,3001,AMERICAN AIRLINES,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,8b2717ce-815f-4620-ac2c-b335262dc323,2024-03-16,2024-03-16,194.41,Snowmobile Dealers,Shopping,5598,Snowmobile Dealers,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,3ddb1733-c837-4c87-912a-e867a51a20be,2024-03-17,2024-03-17,317.22,"Parking Lots, Parking Meters and Garages",Business Services,7523,"Parking Lots, Parking Meters and Garages",Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,9287413b-0c3c-4f18-a5e4-1e94916d6dea,2024-03-17,2024-03-17,217.13,Orthopedic Goods Prosthetic Devices,Shopping,5976,Orthopedic Goods Prosthetic Devices,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,ecd42ea6-dd13-4e83-b4fd-175491c09d26,2024-03-17,2024-03-17,214.07,Laundries Family and Commercial,Business Services,7211,Laundries Family and Commercial,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,e24a7b49-b72a-4bcc-b40a-d27461f829d1,2024-03-18,2024-03-18,168.93,Steamship and Cruise Lines,Auto & Transport,4411,Steamship and Cruise Lines,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
JOHN_PERSONAL,Personal,c482d3f4-5558-4947-968c-c7d3e7bafdb0,2024-03-19,2024-03-19,168.99,AIR FRANCE,Auto & Transport,3007,AIR FRANCE,Posted,USD,Debit,Debit,2025-11-21 16:48:47.630176
